"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7890","@regression @checkout full checkout process","","Wed Jul 30 05:44:15 IST 2025","failed","Wed Jul 30 05:44:23 IST 2025","E-commerce Test Suite","tests/test-categories.spec.js","",""
